table_id,node,actual_disk_read_throughput,actual_disk_write_throughput,total_disk_read_throughput,total_disk_write_throughput,rss,vsize,cpu_usage,time_
process_stats,gke-pixie-test-default-pool-a9846490-d56z,0 B/sec,257 KiB/sec,40.0 KiB/sec,216 KiB/sec,1.6 GiB,13.4 GiB,5.20%,2023-02-22 19:39:00 +0000 UTC
process_stats,gke-pixie-test-default-pool-a9846490-d56z,0 B/sec,253 KiB/sec,35.5 KiB/sec,212 KiB/sec,1.6 GiB,13.4 GiB,5.90%,2023-02-22 19:35:10 +0000 UTC
process_stats,gke-pixie-test-default-pool-a9846490-d56z,0 B/sec,258 KiB/sec,782 KiB/sec,231 KiB/sec,1.7 GiB,14.2 GiB,8.60%,2023-02-22 19:35:50 +0000 UTC
process_stats,gke-pixie-test-default-pool-a9846490-zh5n,0 B/sec,178 KiB/sec,1.0 MiB/sec,134 KiB/sec,1.6 GiB,17.4 GiB,4.70%,2023-02-22 19:38:00 +0000 UTC
process_stats,gke-pixie-test-default-pool-a9846490-zh5n,0 B/sec,180 KiB/sec,96.9 KiB/sec,133 KiB/sec,1.7 GiB,17.4 GiB,9.30%,2023-02-22 19:36:40 +0000 UTC
process_stats,gke-pixie-test-default-pool-a9846490-d56z,0 B/sec,258 KiB/sec,39.9 KiB/sec,214 KiB/sec,1.6 GiB,13.4 GiB,5.50%,2023-02-22 19:36:20 +0000 UTC
process_stats,gke-pixie-test-default-pool-a9846490-d56z,0 B/sec,260 KiB/sec,37.4 KiB/sec,219 KiB/sec,1.6 GiB,13.4 GiB,5.50%,2023-02-22 19:38:20 +0000 UTC
process_stats,gke-pixie-test-default-pool-a9846490-zh5n,0 B/sec,178 KiB/sec,78.5 KiB/sec,133 KiB/sec,1.6 GiB,17.4 GiB,11.60%,2023-02-22 19:34:40 +0000 UTC
process_stats,gke-pixie-test-default-pool-a9846490-d56z,0 B/sec,199 KiB/sec,29.7 KiB/sec,166 KiB/sec,1.6 GiB,13.4 GiB,4.10%,2023-02-22 19:34:20 +0000 UTC
process_stats,gke-pixie-test-default-pool-a9846490-zh5n,0 B/sec,176 KiB/sec,2.7 MiB/sec,144 KiB/sec,1.7 GiB,17.4 GiB,5.20%,2023-02-22 19:37:30 +0000 UTC
process_stats,gke-pixie-test-default-pool-a9846490-d56z,0 B/sec,254 KiB/sec,288 KiB/sec,216 KiB/sec,1.6 GiB,13.4 GiB,6.10%,2023-02-22 19:37:00 +0000 UTC
process_stats,gke-pixie-test-default-pool-a9846490-d56z,0 B/sec,258 KiB/sec,39.8 KiB/sec,228 KiB/sec,1.6 GiB,13.4 GiB,6.10%,2023-02-22 19:38:50 +0000 UTC
process_stats,gke-pixie-test-default-pool-a9846490-zh5n,0 B/sec,177 KiB/sec,53.9 KiB/sec,138 KiB/sec,1.6 GiB,17.4 GiB,5.90%,2023-02-22 19:34:50 +0000 UTC
