NAMESPACE,POD,CONTAINER,CMDLINE,STACK TRACE ID,STACK TRACE,COUNT,PERCENTAGE
default,default/hello-68ff47f84b-55krm,hello,/hello-app,2217612,runtime.goexit.abi0;runtime.main;main.main;net/http.(*Server).ListenAndServe;net/http.(*Server).Serve;net/http.(*onceCloseListener).Accept;net.(*TCPListener).Accept;net.(*TCPListener).accept;net.(*netFD).accept;internal/poll.(*FD).Accept;internal/poll.accept;syscall.Accept4;syscall.accept4;syscall.Syscall6;runtime/internal/syscall.Syscall6;[k] kretprobe_trampoline;[k] trampoline_handler;[k] __kretprobe_trampoline_handler;[k] _raw_spin_unlock_irqrestore ,3,1.74419
default,default/hello-68ff47f84b-55krm,hello,/hello-app,2227048,runtime.goexit.abi0;net/http.(*Server).Serve.func3;net/http.(*conn).serve;net/http.(*conn).readRequest;net/http.readRequest;net/textproto.(*Reader).readLineSlice;bufio.(*Reader).ReadLine;bufio.(*Reader).ReadSlice;bufio.(*Reader).fill;net/http.(*connReader).Read;net.(*conn).Read;net.(*netFD).Read;internal/poll.(*FD).Read;syscall.read;syscall.Syscall;runtime/internal/syscall.Syscall6;[k] kretprobe_trampoline;[k] trampoline_handler;[k] __kretprobe_trampoline_handler;[k] _raw_spin_unlock_irqrestore ,1,0.581395
default,default/hello-68ff47f84b-55krm,hello,/hello-app,2227621,runtime.goexit.abi0;net/http.(*Server).Serve.func3;net/http.(*conn).serve;runtime.deferreturn;net/http.(*conn).serve.func1;net/http.(*conn).close;net.(*conn).Close;net.(*netFD).Close;internal/poll.(*FD).Close;internal/poll.(*FD).decref;internal/poll.(*FD).destroy;syscall.Close;syscall.Syscall;runtime/internal/syscall.Syscall6;[k] entry_SYSCALL_64_after_hwframe;[k] syscall_exit_to_user_mode;[k] exit_to_user_mode_loop;[k] task_work_run;[k] __fput;[k] sock_close;[k] inet_release;[k] tcp_close;[k] tcp_send_fin;[k] __tcp_push_pending_frames;[k] tcp_write_xmit;[k] __tcp_transmit_skb;[k] __ip_queue_xmit;[k] ip_output;[k] ip_finish_output2;[k] __local_bh_enable_ip;[k] do_softirq;[k] do_softirq_own_stack;[k] asm_call_sysvec_on_stack;[k] __softirqentry_text_start;[k] net_rx_action;[k] process_backlog;[k] ip_rcv;[k] nf_hook_slow;[k] nf_conntrack_in ,1,0.581395
default,default/hello-68ff47f84b-55krm,hello,/hello-app,2210292,runtime.goexit.abi0;runtime.mcall;runtime.goexit0;runtime.schedule;runtime.findRunnable;runtime.stopm;runtime.notesleep;runtime.futex.abi0;[k] entry_SYSCALL_64_after_hwframe;[k] do_syscall_64;[k] __se_sys_futex;[k] do_futex;[k] futex_wait;[k] futex_wait_queue_me;[k] schedule;[k] __schedule;[k] finish_task_switch;[k] _raw_spin_unlock_irq ,3,1.74419
default,default/hello-68ff47f84b-55krm,hello,/hello-app,2226250,runtime.goexit.abi0;net/http.(*Server).Serve.func3;net/http.(*conn).serve;net/http.serverHandler.ServeHTTP;net/http.(*ServeMux).ServeHTTP;net/http.stripHostPort ,1,0.581395
default,default/hello-68ff47f84b-55krm,hello,/hello-app,2227442,runtime.goexit.abi0;net/http.(*Server).Serve.func3;net/http.(*conn).serve;net/http.(*conn).readRequest;net/http.readRequest;strings.IndexFunc ,1,0.581395
default,default/hello-68ff47f84b-55krm,hello,/hello-app,2226748,runtime.goexit.abi0;net/http.(*Server).Serve.func3;net/http.(*conn).serve;net/http.(*conn).readRequest;net/http.readRequest;net/textproto.(*Reader).readLineSlice;bufio.(*Reader).ReadLine;bufio.(*Reader).ReadSlice;bufio.(*Reader).fill;net/http.(*connReader).Read;net.(*conn).Read;net.(*netFD).Read;internal/poll.(*FD).Read;syscall.read;syscall.Syscall;runtime/internal/syscall.Syscall6 ,2,1.16279
default,default/hello-68ff47f84b-55krm,hello,/hello-app,2227548,runtime.goexit.abi0;net/http.(*Server).Serve.func3;net/http.(*conn).serve;net/http.(*conn).readRequest;net/http.readRequest;net/textproto.(*Reader).readLineSlice;bufio.(*Reader).ReadLine;bufio.(*Reader).ReadSlice;bufio.(*Reader).fill;net/http.(*connReader).Read;net.(*conn).Read;net.(*netFD).Read;internal/poll.(*FD).Read;syscall.read;syscall.Syscall;runtime/internal/syscall.Syscall6;[k] kretprobe_trampoline;[k] ksys_read;[k] vfs_read;[k] sock_read_iter;[k] inet6_recvmsg;[k] tcp_recvmsg;[k] skb_copy_datagram_iter;[k] __skb_datagram_iter;[k] __check_object_size ,1,0.581395
default,default/hello-68ff47f84b-55krm,hello,/hello-app,2226792,runtime.goexit.abi0;runtime.main;main.main;net/http.(*Server).ListenAndServe;net/http.(*Server).Serve;net/http.(*onceCloseListener).Accept;net.(*TCPListener).Accept;net.(*TCPListener).accept;net.(*netFD).accept;internal/poll.(*FD).Accept;internal/poll.accept;syscall.Accept4;syscall.accept4;syscall.Syscall6;runtime/internal/syscall.Syscall6;[k] kretprobe_trampoline;[k] __x64_sys_accept4;[k] __fdget;[k] __fget_files ,1,0.581395
default,default/hello-68ff47f84b-55krm,hello,/hello-app,2226547,runtime.goexit.abi0;net/http.(*Server).Serve.func3;net/http.(*conn).serve;runtime.deferreturn;net/http.(*conn).serve.func1;net/http.(*conn).close;net.(*conn).Close;net.(*netFD).Close;internal/poll.(*FD).Close;internal/poll.(*FD).decref;internal/poll.(*FD).destroy;syscall.Close;syscall.Syscall;runtime/internal/syscall.Syscall6;[k] entry_SYSCALL_64_after_hwframe;[k] syscall_exit_to_user_mode;[k] exit_to_user_mode_loop;[k] task_work_run;[k] __fput;[k] sock_close;[k] inet_release;[k] tcp_close;[k] tcp_send_fin;[k] __tcp_push_pending_frames;[k] tcp_write_xmit;[k] __tcp_transmit_skb;[k] skb_clone ,1,0.581395
default,default/hello-68ff47f84b-55krm,hello,/hello-app,2226315,0x00007ffe78d3f5b0;runtime.mstart.abi0;runtime.mstart0;runtime.mstart1;runtime.sysmon;runtime.usleep.abi0;[k] entry_SYSCALL_64_after_hwframe;[k] do_syscall_64;[k] __se_sys_nanosleep;[k] do_nanosleep;[k] schedule;[k] __schedule;[k] finish_task_switch;[k] _raw_spin_unlock_irq ,1,0.581395
default,default/hello-68ff47f84b-55krm,hello,/hello-app,2227674,0x000000c000024500;runtime.schedule;runtime.mstart.abi0;runtime.mstart0;runtime.mstart1;runtime.sysmon;runtime.procyield.abi0;[k] asm_common_interrupt;[k] common_interrupt;[k] __irq_exit_rcu;[k] do_softirq_own_stack;[k] asm_call_sysvec_on_stack;[k] __softirqentry_text_start ,1,0.581395
default,default/hello-68ff47f84b-55krm,hello,/hello-app,2226302,runtime.goexit.abi0;runtime.main;main.main;net/http.(*Server).ListenAndServe;net/http.(*Server).Serve;net/http.(*onceCloseListener).Accept;net.(*TCPListener).Accept;net.(*TCPListener).accept;net.(*netFD).accept;runtime.systemstack.abi0;runtime.SetFinalizer.func2;runtime.addfinalizer;runtime.(*fixalloc).alloc ,1,0.581395
default,default/hello-68ff47f84b-55krm,hello,/hello-app,2226363,runtime.goexit.abi0;net/http.(*Server).Serve.func3;net/http.(*conn).serve;runtime.deferreturn;net/http.(*conn).serve.func1;net/http.(*conn).close;net.(*conn).Close;net.(*netFD).Close;internal/poll.(*FD).Close;internal/poll.(*FD).decref;internal/poll.(*FD).destroy;syscall.Close;syscall.Syscall;runtime/internal/syscall.Syscall6;[k] entry_SYSCALL_64_after_hwframe;[k] syscall_exit_to_user_mode;[k] exit_to_user_mode_loop;[k] task_work_run;[k] __fput;[k] sock_close;[k] inet_release;[k] tcp_close;[k] tcp_send_fin;[k] __tcp_push_pending_frames;[k] tcp_write_xmit;[k] __tcp_transmit_skb;[k] __ip_queue_xmit;[k] ip_output;[k] ip_finish_output2;[k] __local_bh_enable_ip;[k] do_softirq;[k] do_softirq_own_stack;[k] asm_call_sysvec_on_stack;[k] __softirqentry_text_start;[k] net_rx_action;[k] process_backlog;[k] ip_rcv;[k] NF_HOOK;[k] ip_output;[k] ip_finish_output2;[k] ip_neigh_gw4 ,1,0.581395
default,default/hello-68ff47f84b-55krm,hello,/hello-app,2227066,0x000000c000024500;0x00007ffe78d3f5b0;runtime.mstart.abi0;runtime.mstart0;runtime.mstart1;runtime.sysmon;runtime.usleep.abi0;[k] entry_SYSCALL_64_after_hwframe;[k] do_syscall_64;[k] syscall_enter_from_user_mode ,1,0.581395
default,default/hello-68ff47f84b-55krm,hello,/hello-app,2227566,runtime.goexit.abi0;net/http.(*Server).Serve.func3;net/http.(*conn).serve;runtime.deferreturn;net/http.(*conn).serve.func1;net/http.(*conn).close;net.(*conn).Close;net.(*netFD).Close;internal/poll.(*FD).Close;internal/poll.(*FD).decref;internal/poll.(*FD).destroy;syscall.Close;syscall.Syscall;runtime/internal/syscall.Syscall6;[k] entry_SYSCALL_64_after_hwframe;[k] syscall_exit_to_user_mode;[k] exit_to_user_mode_loop;[k] task_work_run;[k] __fput;[k] sock_close;[k] inet_release;[k] tcp_close;[k] tcp_send_fin;[k] __tcp_push_pending_frames;[k] tcp_write_xmit;[k] __tcp_transmit_skb;[k] __ip_queue_xmit;[k] ip_output;[k] ip_finish_output2;[k] __local_bh_enable_ip;[k] do_softirq;[k] do_softirq_own_stack;[k] asm_call_sysvec_on_stack;[k] __softirqentry_text_start;[k] net_rx_action;[k] process_backlog;[k] ip_rcv;[k] ip_rcv_finish_core;[k] ip_route_input_noref;[k] ip_route_input_rcu;[k] ip_mkroute_input;[k] fib_validate_source;[k] fib_table_lookup ,1,0.581395
default,default/hello-68ff47f84b-55krm,hello,/hello-app,2219262,runtime.goexit.abi0;net/http.(*Server).Serve.func3;net/http.(*conn).serve;runtime.deferreturn;net/http.(*conn).serve.func1;net/http.(*conn).close;net.(*conn).Close;net.(*netFD).Close;internal/poll.(*FD).Close;internal/poll.(*FD).decref;internal/poll.(*FD).destroy;syscall.Close;syscall.Syscall;runtime/internal/syscall.Syscall6;[k] kretprobe_trampoline;[k] trampoline_handler;[k] __kretprobe_trampoline_handler;[k] _raw_spin_unlock_irqrestore ,2,1.16279
default,default/hello-68ff47f84b-55krm,hello,/hello-app,2227888,runtime.goexit.abi0;runtime.main;main.main;net/http.(*Server).ListenAndServe;net/http.(*Server).Serve;net/http.(*conn).setState;net/http.(*Server).trackConn;runtime.mapassign_fast64ptr ,1,0.581395
default,default/hello-68ff47f84b-55krm,hello,/hello-app,2226975,runtime.goexit.abi0;runtime.mcall;runtime.goexit0;runtime.schedule;runtime.findRunnable;runtime.epollwait.abi0 ,1,0.581395
default,default/hello-68ff47f84b-55krm,hello,/hello-app,2227074,runtime.goexit.abi0;runtime.main;main.main;net/http.(*Server).ListenAndServe;net/http.(*Server).Serve;net/http.(*onceCloseListener).Accept;net.(*TCPListener).Accept;net.(*TCPListener).accept;net.(*netFD).accept;internal/poll.(*FD).Accept;internal/poll.accept;syscall.Accept4;syscall.accept4;syscall.Syscall6;runtime.entersyscall;runtime.systemstack.abi0;runtime.entersyscall_sysmon;runtime.notewakeup;runtime.futex.abi0 ,2,1.16279
default,default/hello-68ff47f84b-55krm,hello,/hello-app,2226982,runtime.goexit.abi0;runtime.mcall;runtime.goexit0;runtime.schedule;runtime.findRunnable;runtime.netpoll ,1,0.581395
default,default/hello-68ff47f84b-55krm,hello,/hello-app,2227296,runtime.goexit.abi0;net/http.(*Server).Serve.func3;net/http.(*conn).serve;runtime.newobject;runtime.mallocgc;runtime.heapBitsSetType ,1,0.581395
default,default/hello-68ff47f84b-55krm,hello,/hello-app,2226682,runtime.goexit.abi0;net/http.(*Server).Serve.func3;net/http.(*conn).serve;runtime.deferreturn;net/http.(*conn).serve.func1;net/http.(*conn).close;net.(*conn).Close;net.(*netFD).Close;internal/poll.(*FD).Close;internal/poll.(*FD).decref;internal/poll.(*FD).destroy;syscall.Close;syscall.Syscall;runtime/internal/syscall.Syscall6;[k] entry_SYSCALL_64_after_hwframe;[k] syscall_exit_to_user_mode;[k] exit_to_user_mode_loop;[k] task_work_run;[k] __fput;[k] sock_close;[k] inet_release;[k] tcp_close;[k] __release_sock;[k] tcp_v4_do_rcv;[k] tcp_rcv_state_process;[k] inet_csk_destroy_sock ,1,0.581395
default,default/hello-68ff47f84b-55krm,hello,/hello-app,2227787,runtime.goexit.abi0;net/http.(*Server).Serve.func3;net/http.(*conn).serve;runtime.deferreturn;net/http.(*conn).serve.func1;net/http.(*conn).close;net.(*conn).Close;net.(*netFD).Close;internal/poll.(*FD).Close;internal/poll.(*FD).decref;internal/poll.(*FD).destroy;syscall.Close;syscall.Syscall;runtime/internal/syscall.Syscall6;[k] entry_SYSCALL_64_after_hwframe;[k] syscall_exit_to_user_mode;[k] exit_to_user_mode_loop;[k] task_work_run;[k] __fput;[k] sock_close;[k] inet_release;[k] tcp_close;[k] tcp_send_fin;[k] __tcp_push_pending_frames;[k] tcp_write_xmit;[k] __tcp_transmit_skb;[k] __ip_queue_xmit;[k] ip_output;[k] ip_finish_output2;[k] __local_bh_enable_ip;[k] do_softirq;[k] do_softirq_own_stack;[k] asm_call_sysvec_on_stack;[k] __softirqentry_text_start;[k] net_rx_action;[k] process_backlog;[k] ip_rcv;[k] NF_HOOK;[k] ip_output;[k] nf_hook_slow;[k] nf_nat_ipv4_out;[k] nf_nat_inet_fn;[k] nf_nat_manip_pkt;[k] nf_nat_ipv4_manip_pkt;[k] skb_ensure_writable ,1,0.581395
default,default/hello-68ff47f84b-55krm,hello,/hello-app,2227043,runtime.goexit.abi0;net/http.(*Server).Serve.func3;net/http.(*conn).serve;runtime.deferreturn;net/http.(*conn).serve.func1;net/http.(*conn).close;net.(*conn).Close;net.(*netFD).Close;internal/poll.(*FD).Close;internal/poll.(*FD).decref;internal/poll.(*FD).destroy;syscall.Close;runtime.exitsyscall ,1,0.581395
default,default/hello-68ff47f84b-55krm,hello,/hello-app,2225432,runtime.goexit.abi0;runtime.mcall;runtime.goexit0;runtime.schedule;runtime.findRunnable;runtime.stealWork ,1,0.581395
default,default/hello-68ff47f84b-55krm,hello,/hello-app,2227577,runtime.goexit.abi0;net/http.(*Server).Serve.func3;net/http.(*conn).serve;runtime.deferreturn;net/http.(*conn).serve.func1;net/http.(*conn).close;net.(*conn).Close;net.(*netFD).Close;internal/poll.(*FD).Close;internal/poll.(*FD).decref;internal/poll.(*FD).destroy;syscall.Close;syscall.Syscall ,1,0.581395
default,default/hello-68ff47f84b-55krm,hello,/hello-app,2226801,runtime.mstart.abi0;runtime.mstart0;runtime.mstart1;runtime.sysmon;runtime.retake ,1,0.581395
default,default/hello-68ff47f84b-55krm,hello,/hello-app,2227164,runtime.goexit.abi0;runtime.main;main.main;net/http.(*Server).ListenAndServe;net/http.(*Server).Serve;net/http.(*onceCloseListener).Accept;net.(*TCPListener).Accept;net.(*TCPListener).accept;net.(*netFD).accept;internal/poll.(*FD).Accept;internal/poll.(*fdMutex).rwlock ,1,0.581395
default,default/hello-68ff47f84b-55krm,hello,/hello-app,2226881,runtime.goexit.abi0;net/http.(*Server).Serve.func3;net/http.(*conn).serve;runtime.deferreturn;net/http.(*conn).serve.func1;net/http.(*conn).close;net.(*conn).Close;net.(*netFD).Close;internal/poll.(*FD).Close;internal/poll.(*FD).decref;internal/poll.(*FD).destroy;syscall.Close;syscall.Syscall;runtime/internal/syscall.Syscall6;[k] entry_SYSCALL_64_after_hwframe;[k] syscall_exit_to_user_mode;[k] exit_to_user_mode_loop;[k] task_work_run;[k] __fput;[k] dput;[k] dentry_kill;[k] __dentry_kill;[k] evict;[k] truncate_inode_pages_final ,2,1.16279
default,default/hello-68ff47f84b-55krm,hello,/hello-app,2227441,runtime.goexit.abi0;net/http.(*Server).Serve.func3;net/http.(*conn).serve;net/http.(*response).finishRequest;bufio.(*Writer).Flush;net/http.checkConnErrorWriter.Write;net.(*conn).Write;net.(*netFD).Write;internal/poll.(*FD).Write;syscall.write;syscall.Syscall;runtime/internal/syscall.Syscall6;[k] kretprobe_trampoline;[k] ksys_write;[k] vfs_write;[k] security_file_permission;[k] apparmor_file_permission;[k] aa_file_perm;[k] _raw_spin_unlock;[k] do_raw_spin_unlock;[k] __raw_callee_save___pv_queued_spin_unlock ,1,0.581395
default,default/hello-68ff47f84b-55krm,hello,/hello-app,2219451,runtime.goexit.abi0;net/http.(*Server).Serve.func3;net/http.(*conn).serve;net/http.(*response).finishRequest;bufio.(*Writer).Flush;net/http.checkConnErrorWriter.Write;net.(*conn).Write;net.(*netFD).Write;internal/poll.(*FD).Write;syscall.write;syscall.Syscall;runtime/internal/syscall.Syscall6;[k] kretprobe_trampoline;[k] trampoline_handler;[k] __kretprobe_trampoline_handler;[k] _raw_spin_unlock_irqrestore ,2,1.16279
default,default/hello-68ff47f84b-55krm,hello,/hello-app,2226328,runtime.goexit.abi0;net/http.(*Server).Serve.func3;net/http.(*conn).serve;net/http.serverHandler.ServeHTTP;net/http.(*ServeMux).ServeHTTP;net/http.HandlerFunc.ServeHTTP;main.hello;log.Printf;log.(*Logger).Output;os.(*File).Write;internal/poll.(*FD).Write;syscall.write;syscall.Syscall;runtime/internal/syscall.Syscall6;[k] kretprobe_trampoline;[k] trampoline_handler;[k] __kretprobe_trampoline_handler;[k] _raw_spin_unlock_irqrestore ,1,0.581395
default,default/hello-68ff47f84b-55krm,hello,/hello-app,2226912,runtime.goexit.abi0;net/http.(*Server).Serve.func3;net/http.(*conn).serve;net/http.(*connReader).startBackgroundRead;runtime.systemstack.abi0;runtime.newproc.func1;runtime.wakep;runtime.startm;runtime.notewakeup;runtime.futex.abi0 ,1,0.581395
default,default/hello-68ff47f84b-55krm,hello,/hello-app,2226638,runtime.goexit.abi0;runtime.main;main.main;net/http.(*Server).ListenAndServe;net/http.(*Server).Serve;net/http.(*onceCloseListener).Accept;net.(*TCPListener).Accept;net.(*TCPListener).accept;net.setNoDelay;internal/poll.(*FD).SetsockoptInt;syscall.setsockopt;syscall.Syscall6;runtime.entersyscall;runtime.reentersyscall ,1,0.581395
default,default/hello-68ff47f84b-55krm,hello,/hello-app,2227281,runtime.goexit.abi0;runtime.main;main.main;net/http.(*Server).ListenAndServe;net/http.(*Server).Serve;runtime.systemstack.abi0;runtime.newproc.func1;runtime.gfget ,1,0.581395
default,default/hello-68ff47f84b-55krm,hello,/hello-app,2227352,0x000000c000024500;runtime.schedule;runtime.mstart.abi0;runtime.mstart0;runtime.mstart1;runtime.sysmon;runtime.usleep.abi0;[k] entry_SYSCALL_64_after_hwframe;[k] do_syscall_64;[k] __se_sys_nanosleep;[k] do_nanosleep;[k] _raw_spin_unlock_irqrestore ,1,0.581395
default,default/hello-68ff47f84b-55krm,hello,/hello-app,2227401,runtime.goexit.abi0;net/http.(*Server).Serve.func3;net/http.(*conn).serve;net/http.(*response).finishRequest;bufio.(*Writer).Flush;net/http.checkConnErrorWriter.Write;net.(*conn).Write;net.(*netFD).Write;internal/poll.(*FD).Write;syscall.write;syscall.Syscall;runtime/internal/syscall.Syscall6;[k] kretprobe_trampoline;[k] ksys_write;[k] vfs_write;[k] sock_write_iter;[k] tcp_sendmsg;[k] tcp_sendmsg_locked;[k] __tcp_push_pending_frames;[k] tcp_write_xmit;[k] __tcp_transmit_skb;[k] __ip_queue_xmit;[k] ip_output;[k] ip_finish_output2;[k] __local_bh_enable_ip;[k] do_softirq;[k] do_softirq_own_stack;[k] asm_call_sysvec_on_stack;[k] __softirqentry_text_start;[k] net_rx_action;[k] process_backlog;[k] ip_rcv;[k] ip_local_deliver;[k] ip_protocol_deliver_rcu;[k] tcp_v4_rcv;[k] tcp_v4_fill_cb ,1,0.581395
default,default/hello-68ff47f84b-55krm,hello,/hello-app,2226745,runtime.goexit.abi0;net/http.(*connReader).startBackgroundRead.func2;net/http.(*connReader).backgroundRead;net.(*conn).Read;net.(*netFD).Read;internal/poll.(*FD).Read;internal/poll.(*pollDesc).wait;internal/poll.runtime_pollWait;runtime.netpollblock;runtime.mcall;runtime.park_m;runtime.schedule;runtime.findRunnable;runtime.stopm;runtime.notesleep;runtime.futex.abi0;[k] entry_SYSCALL_64_after_hwframe;[k] do_syscall_64;[k] __se_sys_futex;[k] do_futex;[k] futex_wait;[k] futex_wait_queue_me;[k] schedule ,1,0.581395
default,default/hello-68ff47f84b-55krm,hello,/hello-app,2226402,runtime.goexit.abi0;net/http.(*Server).Serve.func3;net/http.(*conn).serve;net/http.(*response).finishRequest;bufio.(*Writer).Flush;net/http.checkConnErrorWriter.Write;net.(*conn).Write;net.(*netFD).Write;internal/poll.(*FD).Write;syscall.write;syscall.Syscall;runtime/internal/syscall.Syscall6;[k] kretprobe_trampoline;[k] ksys_write;[k] vfs_write;[k] sock_write_iter;[k] tcp_sendmsg;[k] tcp_sendmsg_locked;[k] __tcp_push_pending_frames;[k] tcp_write_xmit;[k] __tcp_transmit_skb;[k] __ip_queue_xmit;[k] ip_output;[k] ip_finish_output2;[k] __local_bh_enable_ip;[k] do_softirq;[k] do_softirq_own_stack;[k] asm_call_sysvec_on_stack;[k] __softirqentry_text_start;[k] net_rx_action;[k] process_backlog;[k] ip_rcv;[k] NF_HOOK;[k] ip_output;[k] nf_hook_slow;[k] nf_confirm;[k] nf_ct_deliver_cached_events ,1,0.581395
default,default/hello-68ff47f84b-55krm,hello,/hello-app,2225968,runtime.goexit.abi0;runtime.main;main.main;net/http.(*Server).ListenAndServe;net/http.(*Server).Serve;runtime.newobject;runtime.mallocgc ,1,0.581395
default,default/hello-68ff47f84b-55krm,hello,/hello-app,2226342,runtime.goexit.abi0;net/http.(*Server).Serve.func3;net/http.(*conn).serve;net/http.(*conn).readRequest;net/http.readRequest;net/textproto.(*Reader).readLineSlice;bufio.(*Reader).ReadLine;bufio.(*Reader).ReadSlice;bufio.(*Reader).fill;net/http.(*connReader).Read;net.(*conn).Read;net.(*netFD).Read;internal/poll.(*FD).Read;syscall.read;syscall.Syscall;runtime/internal/syscall.Syscall6;[k] entry_SYSCALL_64_after_hwframe;[k] do_syscall_64;[k] syscall_enter_from_user_mode ,1,0.581395
default,default/hello-68ff47f84b-55krm,hello,/hello-app,2226492,0x000000c000024500;0x0000000200000001;runtime.mstart.abi0;runtime.mstart0;runtime.mstart1;runtime.sysmon;runtime.usleep.abi0 ,1,0.581395
default,default/hello-68ff47f84b-55krm,hello,/hello-app,2225870,runtime.goexit.abi0;net/http.(*Server).Serve.func3;runtime.morestack.abi0;runtime.newstack;runtime.copystack;runtime.gentraceback;runtime.adjustframe;runtime.getStackMap ,2,1.16279
default,default/hello-68ff47f84b-55krm,hello,/hello-app,2226541,runtime.goexit.abi0;net/http.(*Server).Serve.func3;net/http.(*conn).serve;net/http.newBufioReader;runtime.duffcopy ,1,0.581395
default,default/hello-68ff47f84b-55krm,hello,/hello-app,2227387,0x000000c000024500;runtime.schedule;runtime.mstart.abi0;runtime.mstart0;runtime.mstart1;runtime.sysmon;runtime.usleep.abi0;[k] entry_SYSCALL_64_after_hwframe;[k] do_syscall_64;[k] syscall_enter_from_user_mode ,1,0.581395
default,default/hello-68ff47f84b-55krm,hello,/hello-app,2227478,runtime.goexit.abi0;net/http.(*Server).Serve.func3;net/http.(*conn).serve;net/http.(*conn).readRequest;net/http.readRequest;net/textproto.(*Reader).ReadMIMEHeader;net/textproto.(*Reader).readContinuedLineSlice ,1,0.581395
default,default/hello-68ff47f84b-55krm,hello,/hello-app,2227501,runtime.mcall;runtime.park_m;runtime.schedule;runtime.findRunnable;runtime.stopm;runtime.notesleep;runtime.futex.abi0;[k] entry_SYSCALL_64_after_hwframe;[k] do_syscall_64;[k] __se_sys_futex;[k] do_futex;[k] futex_wait;[k] futex_wait_setup;[k] get_futex_key ,1,0.581395
default,default/hello-68ff47f84b-55krm,hello,/hello-app,2228042,[k] entry_SYSCALL_64_after_hwframe;[k] do_syscall_64;[k] __x64_sys_epoll_ctl;[k] do_epoll_ctl;[k] __fdget ,1,0.581395
default,default/hello-68ff47f84b-55krm,hello,/hello-app,2227253,runtime.goexit.abi0;runtime.main;main.main;net/http.(*Server).ListenAndServe;net/http.(*Server).Serve;net/http.(*onceCloseListener).Accept;net.(*TCPListener).Accept;net.(*TCPListener).accept;net.(*netFD).accept;internal/poll.(*FD).Accept;internal/poll.accept;syscall.Accept4;syscall.accept4;syscall.Syscall6;runtime/internal/syscall.Syscall6;[k] kretprobe_trampoline;[k] __x64_sys_accept4;[k] __sys_accept4_file;[k] inet_accept;[k] inet_csk_accept;[k] reqsk_put;[k] tcp_v4_reqsk_destructor ,1,0.581395
default,default/hello-68ff47f84b-55krm,hello,/hello-app,2226392,runtime.mcall;runtime.park_m;runtime.schedule;runtime.findRunnable;runtime.pidleput;runtime.nanotime1.abi0 ,1,0.581395
default,default/hello-68ff47f84b-55krm,hello,/hello-app,2227855,0x000000c000024500;runtime.execute;runtime.mstart.abi0;runtime.mstart0;runtime.mstart1;runtime.sysmon;runtime.notetsleep;runtime.notetsleep_internal;runtime.futex.abi0;[k] entry_SYSCALL_64_after_hwframe;[k] do_syscall_64;[k] __se_sys_futex;[k] do_futex;[k] futex_wait;[k] futex_wait_queue_me;[k] schedule;[k] __schedule;[k] finish_task_switch;[k] _raw_spin_unlock_irq ,2,1.16279
default,default/hello-68ff47f84b-55krm,hello,/hello-app,2226819,runtime.goexit.abi0;net/http.(*Server).Serve.func3;net/http.(*conn).serve;net/http.serverHandler.ServeHTTP;net/http.(*ServeMux).ServeHTTP;net/http.HandlerFunc.ServeHTTP;main.hello;log.Printf;fmt.newPrinter ,1,0.581395
default,default/hello-68ff47f84b-55krm,hello,/hello-app,2226365,runtime.goexit.abi0;net/http.(*Server).Serve.func3;net/http.(*conn).serve;net/http.(*response).finishRequest;net/http.(*connReader).abortPendingRead;net.(*conn).SetReadDeadline;internal/poll.setDeadlineImpl;internal/poll.runtime_pollSetDeadline;runtime.systemstack.abi0;runtime.goready.func1;runtime.ready;runtime.wakep;runtime.startm;runtime.notewakeup;runtime.futex.abi0 ,1,0.581395
default,default/hello-68ff47f84b-55krm,hello,/hello-app,2227697,runtime.goexit.abi0;net/http.(*Server).Serve.func3;net/http.(*conn).serve;net/http.(*response).finishRequest;bufio.(*Writer).Flush;net/http.checkConnErrorWriter.Write;net.(*conn).Write;net.(*netFD).Write;internal/poll.(*FD).Write;syscall.write;syscall.Syscall;runtime/internal/syscall.Syscall6;[k] kretprobe_trampoline;[k] ksys_write;[k] vfs_write;[k] sock_write_iter;[k] tcp_sendmsg;[k] tcp_sendmsg_locked;[k] __tcp_push_pending_frames;[k] tcp_write_xmit;[k] __tcp_transmit_skb;[k] __ip_queue_xmit;[k] ip_output;[k] ip_finish_output2;[k] __local_bh_enable_ip;[k] do_softirq;[k] do_softirq_own_stack;[k] asm_call_sysvec_on_stack;[k] __softirqentry_text_start;[k] net_rx_action;[k] process_backlog;[k] ip_rcv;[k] nf_hook_slow;[k] ipt_do_table ,1,0.581395
default,default/hello-68ff47f84b-55krm,hello,/hello-app,2226281,runtime.mcall;runtime.park_m;runtime.schedule;runtime.findRunnable;runtime.epollwait.abi0;[k] entry_SYSCALL_64_after_hwframe;[k] do_syscall_64;[k] syscall_enter_from_user_mode ,1,0.581395
default,default/hello-68ff47f84b-55krm,hello,/hello-app,2226516,runtime.goexit.abi0;runtime.gcenable.func1;runtime.bgsweep;runtime.sweepone ,1,0.581395
default,default/hello-68ff47f84b-55krm,hello,/hello-app,2227898,runtime.goexit.abi0;net/http.(*Server).Serve.func3;net/http.(*conn).serve;runtime.deferreturn;context.WithCancel.func1;context.(*cancelCtx).cancel;runtime.closechan;[k] asm_sysvec_apic_timer_interrupt;[k] irqentry_exit_to_user_mode;[k] exit_to_user_mode_loop;[k] arch_do_signal;[k] get_signal;[k] _raw_spin_unlock_irq ,1,0.581395
