Table ID: inbound_latency
  TIME                           LATENCY P50  LATENCY P90  LATENCY P99  
  2023-04-16 16:25:50 +0000 UTC  226 µs       755 µs       955 µs       
  2023-04-16 16:27:10 +0000 UTC  224 µs       765 µs       1.2 ms       
  2023-04-16 16:26:10 +0000 UTC  237 µs       523 µs       1.6 ms       
  2023-04-16 16:30:10 +0000 UTC  251 µs       901 µs       1.4 ms       
  2023-04-16 16:27:40 +0000 UTC  282 µs       789 µs       1.6 ms       
  2023-04-16 16:30:20 +0000 UTC  262 µs       778 µs       1.4 ms       
  2023-04-16 16:25:40 +0000 UTC  574 µs       1.1 ms       1.1 ms       
  2023-04-16 16:28:50 +0000 UTC  220 µs       751 µs       1.6 ms       
  2023-04-16 16:26:00 +0000 UTC  260 µs       741 µs       1.1 ms       
  2023-04-16 16:29:20 +0000 UTC  288 µs       760 µs       1.2 ms       
  2023-04-16 16:29:40 +0000 UTC  244 µs       695 µs       1.3 ms       
  2023-04-16 16:29:00 +0000 UTC  227 µs       687 µs       1.5 ms       
  2023-04-16 16:27:50 +0000 UTC  260 µs       787 µs       1.3 ms       
  2023-04-16 16:29:50 +0000 UTC  252 µs       748 µs       2.0 ms       
  2023-04-16 16:29:10 +0000 UTC  279 µs       824 µs       1.4 ms       
  2023-04-16 16:28:00 +0000 UTC  234 µs       803 µs       1.9 ms       
  2023-04-16 16:30:00 +0000 UTC  247 µs       766 µs       1.3 ms       
  2023-04-16 16:28:40 +0000 UTC  244 µs       849 µs       1.6 ms       
  2023-04-16 16:29:30 +0000 UTC  234 µs       873 µs       1.3 ms       
  2023-04-16 16:27:00 +0000 UTC  234 µs       846 µs       1.0 ms       
  2023-04-16 16:26:20 +0000 UTC  239 µs       723 µs       1.3 ms       
  2023-04-16 16:26:30 +0000 UTC  324 µs       712 µs       1.1 ms       
  2023-04-16 16:28:10 +0000 UTC  239 µs       801 µs       1.2 ms       
  2023-04-16 16:27:30 +0000 UTC  219 µs       789 µs       1.1 ms       
  2023-04-16 16:26:50 +0000 UTC  238 µs       769 µs       1.2 ms       
  2023-04-16 16:28:20 +0000 UTC  259 µs       778 µs       1.0 ms       
  2023-04-16 16:30:30 +0000 UTC  253 µs       756 µs       1.2 ms       
  2023-04-16 16:30:40 +0000 UTC  255 µs       966 µs       1.2 ms       
  2023-04-16 16:26:40 +0000 UTC  257 µs       745 µs       1.3 ms       
  2023-04-16 16:27:20 +0000 UTC  248 µs       774 µs       1.3 ms       
  2023-04-16 16:28:30 +0000 UTC  254 µs       758 µs       1.2 ms       
Table ID: inbound_requests
  TIME                           CONTAINER  REQUEST THROUGHPUT  ERRORS PER NS  ERROR RATE  
  2023-04-16 16:26:40 +0000 UTC  hello      9.700000 /sec       0.000000 /sec  0.00 %      
  2023-04-16 16:29:40 +0000 UTC  hello      9.600000 /sec       0.000000 /sec  0.00 %      
  2023-04-16 16:27:40 +0000 UTC  hello      9.700000 /sec       0.000000 /sec  0.00 %      
  2023-04-16 16:29:00 +0000 UTC  hello      9.600000 /sec       0.000000 /sec  0.00 %      
  2023-04-16 16:28:40 +0000 UTC  hello      9.700000 /sec       0.000000 /sec  0.00 %      
  2023-04-16 16:27:20 +0000 UTC  hello      9.700000 /sec       0.000000 /sec  0.00 %      
  2023-04-16 16:27:30 +0000 UTC  hello      9.700000 /sec       0.000000 /sec  0.00 %      
  2023-04-16 16:28:00 +0000 UTC  hello      9.600000 /sec       0.000000 /sec  0.00 %      
  2023-04-16 16:26:20 +0000 UTC  hello      9.700000 /sec       0.000000 /sec  0.00 %      
  2023-04-16 16:29:30 +0000 UTC  hello      9.700000 /sec       0.000000 /sec  0.00 %      
  2023-04-16 16:25:40 +0000 UTC  hello      0.500000 /sec       0.000000 /sec  0.00 %      
  2023-04-16 16:26:30 +0000 UTC  hello      9.700000 /sec       0.000000 /sec  0.00 %      
  2023-04-16 16:28:50 +0000 UTC  hello      9.700000 /sec       0.000000 /sec  0.00 %      
  2023-04-16 16:28:10 +0000 UTC  hello      9.700000 /sec       0.000000 /sec  0.00 %      
  2023-04-16 16:27:10 +0000 UTC  hello      9.700000 /sec       0.000000 /sec  0.00 %      
  2023-04-16 16:26:50 +0000 UTC  hello      9.700000 /sec       0.000000 /sec  0.00 %      
  2023-04-16 16:26:10 +0000 UTC  hello      9.700000 /sec       0.000000 /sec  0.00 %      
  2023-04-16 16:30:10 +0000 UTC  hello      9.600000 /sec       0.000000 /sec  0.00 %      
  2023-04-16 16:30:30 +0000 UTC  hello      9.700000 /sec       0.000000 /sec  0.00 %      
  2023-04-16 16:25:50 +0000 UTC  hello      9.700000 /sec       0.000000 /sec  0.00 %      
  2023-04-16 16:26:00 +0000 UTC  hello      9.600000 /sec       0.000000 /sec  0.00 %      
  2023-04-16 16:27:00 +0000 UTC  hello      9.600000 /sec       0.000000 /sec  0.00 %      
  2023-04-16 16:27:50 +0000 UTC  hello      9.700000 /sec       0.000000 /sec  0.00 %      
  2023-04-16 16:29:10 +0000 UTC  hello      9.700000 /sec       0.000000 /sec  0.00 %      
  2023-04-16 16:30:40 +0000 UTC  hello      8.700000 /sec       0.000000 /sec  0.00 %      
  2023-04-16 16:28:30 +0000 UTC  hello      9.700000 /sec       0.000000 /sec  0.00 %      
  2023-04-16 16:29:50 +0000 UTC  hello      9.700000 /sec       0.000000 /sec  0.00 %      
  2023-04-16 16:30:20 +0000 UTC  hello      9.700000 /sec       0.000000 /sec  0.00 %      
  2023-04-16 16:30:00 +0000 UTC  hello      9.700000 /sec       0.000000 /sec  0.00 %      
  2023-04-16 16:29:20 +0000 UTC  hello      9.700000 /sec       0.000000 /sec  0.00 %      
  2023-04-16 16:28:20 +0000 UTC  hello      9.700000 /sec       0.000000 /sec  0.00 %      
Table ID: resource_timeseries
  CONTAINER  ACTUAL DISK READ THROUGHPUT  ACTUAL DISK WRITE THROUGHPUT  TOTAL DISK READ THROUGHPUT  TOTAL DISK WRITE THROUGHPUT  RSS      VSIZE    CPU USAGE  TIME                           
  hello      0 B/sec                      0 B/sec                       1.4 KiB/sec                 2.0 KiB/sec                  9.1 MiB  699 MiB  0.50 %     2023-04-16 16:27:40 +0000 UTC  
  hello      0 B/sec                      0 B/sec                       1.4 KiB/sec                 2.0 KiB/sec                  9.1 MiB  699 MiB  0.50 %     2023-04-16 16:28:20 +0000 UTC  
  hello      0 B/sec                      0 B/sec                       1.4 KiB/sec                 2.0 KiB/sec                  9.1 MiB  699 MiB  0.50 %     2023-04-16 16:29:40 +0000 UTC  
  hello      0 B/sec                      0 B/sec                       1.4 KiB/sec                 2.0 KiB/sec                  9.1 MiB  699 MiB  0.50 %     2023-04-16 16:29:00 +0000 UTC  
  hello      0 B/sec                      0 B/sec                       1.4 KiB/sec                 2.0 KiB/sec                  9.1 MiB  699 MiB  0.60 %     2023-04-16 16:28:40 +0000 UTC  
  hello      0 B/sec                      0 B/sec                       1.4 KiB/sec                 2.0 KiB/sec                  9.1 MiB  699 MiB  0.50 %     2023-04-16 16:26:20 +0000 UTC  
  hello      0 B/sec                      0 B/sec                       1.4 KiB/sec                 2.0 KiB/sec                  9.1 MiB  699 MiB  0.50 %     2023-04-16 16:27:20 +0000 UTC  
  hello      0 B/sec                      0 B/sec                       1.4 KiB/sec                 2.0 KiB/sec                  9.1 MiB  699 MiB  0.50 %     2023-04-16 16:28:00 +0000 UTC  
  hello      0 B/sec                      0 B/sec                       1.4 KiB/sec                 2.0 KiB/sec                  9.1 MiB  699 MiB  0.40 %     2023-04-16 16:27:30 +0000 UTC  
  hello      0 B/sec                      0 B/sec                       1.4 KiB/sec                 2.0 KiB/sec                  9.1 MiB  699 MiB  0.50 %     2023-04-16 16:29:30 +0000 UTC  
  hello      0 B/sec                      0 B/sec                       0 B/sec                     0 B/sec                      9.1 MiB  699 MiB  0.00 %     2023-04-16 16:25:40 +0000 UTC  
  hello      0 B/sec                      0 B/sec                       1.4 KiB/sec                 2.0 KiB/sec                  9.1 MiB  699 MiB  0.60 %     2023-04-16 16:26:30 +0000 UTC  
  hello      0 B/sec                      0 B/sec                       1.4 KiB/sec                 2.0 KiB/sec                  9.1 MiB  699 MiB  0.50 %     2023-04-16 16:28:50 +0000 UTC  
  hello      0 B/sec                      0 B/sec                       1.4 KiB/sec                 2.0 KiB/sec                  9.1 MiB  699 MiB  0.60 %     2023-04-16 16:27:10 +0000 UTC  
  hello      0 B/sec                      0 B/sec                       1.4 KiB/sec                 2.0 KiB/sec                  9.1 MiB  699 MiB  0.70 %     2023-04-16 16:28:10 +0000 UTC  
  hello      0 B/sec                      0 B/sec                       1.2 KiB/sec                 1.8 KiB/sec                  9.1 MiB  699 MiB  0.30 %     2023-04-16 16:26:50 +0000 UTC  
  hello      0 B/sec                      0 B/sec                       1.4 KiB/sec                 2.0 KiB/sec                  9.1 MiB  699 MiB  0.60 %     2023-04-16 16:30:30 +0000 UTC  
  hello      0 B/sec                      0 B/sec                       1.4 KiB/sec                 2.0 KiB/sec                  9.1 MiB  699 MiB  0.50 %     2023-04-16 16:26:10 +0000 UTC  
  hello      0 B/sec                      0 B/sec                       1.4 KiB/sec                 2.0 KiB/sec                  9.1 MiB  699 MiB  0.50 %     2023-04-16 16:30:10 +0000 UTC  
  hello      0 B/sec                      0 B/sec                       1.4 KiB/sec                 2.0 KiB/sec                  9.1 MiB  699 MiB  0.50 %     2023-04-16 16:25:50 +0000 UTC  
  hello      0 B/sec                      0 B/sec                       1.4 KiB/sec                 2.0 KiB/sec                  9.1 MiB  699 MiB  0.50 %     2023-04-16 16:26:00 +0000 UTC  
  hello      0 B/sec                      0 B/sec                       1.4 KiB/sec                 2.0 KiB/sec                  9.1 MiB  699 MiB  0.50 %     2023-04-16 16:27:00 +0000 UTC  
  hello      0 B/sec                      0 B/sec                       1.4 KiB/sec                 2.0 KiB/sec                  9.1 MiB  699 MiB  0.50 %     2023-04-16 16:27:50 +0000 UTC  
  hello      0 B/sec                      0 B/sec                       1.4 KiB/sec                 2.0 KiB/sec                  9.1 MiB  699 MiB  0.70 %     2023-04-16 16:29:10 +0000 UTC  
  hello      0 B/sec                      0 B/sec                       1.2 KiB/sec                 1.8 KiB/sec                  9.1 MiB  699 MiB  0.50 %     2023-04-16 16:30:40 +0000 UTC  
  hello      0 B/sec                      0 B/sec                       1.4 KiB/sec                 2.0 KiB/sec                  9.1 MiB  699 MiB  0.60 %     2023-04-16 16:28:30 +0000 UTC  
  hello      0 B/sec                      0 B/sec                       1.4 KiB/sec                 2.0 KiB/sec                  9.1 MiB  699 MiB  0.50 %     2023-04-16 16:29:50 +0000 UTC  
  hello      0 B/sec                      0 B/sec                       1.4 KiB/sec                 2.0 KiB/sec                  9.1 MiB  699 MiB  0.50 %     2023-04-16 16:30:20 +0000 UTC  
  hello      0 B/sec                      0 B/sec                       1.4 KiB/sec                 2.0 KiB/sec                  9.1 MiB  699 MiB  0.60 %     2023-04-16 16:29:20 +0000 UTC  
  hello      0 B/sec                      0 B/sec                       1.4 KiB/sec                 2.0 KiB/sec                  9.1 MiB  699 MiB  0.50 %     2023-04-16 16:30:00 +0000 UTC  
  hello      0 B/sec                      0 B/sec                       1.4 KiB/sec                 2.0 KiB/sec                  9.1 MiB  699 MiB  0.50 %     2023-04-16 16:26:40 +0000 UTC  
Table ID: network_timeseries
  TIMESTAMP                      RX BYTES PER NS  TX BYTES PER NS  RX DROP PER NS  TX DROPS PER NS  RX ERRORS PER NS  TX ERRORS PER NS  TIME                           
  2023-04-16 16:29:10 +0000 UTC  4.3 KiB/sec      4.5 KiB/sec      0.000000 /sec   0.000000 /sec    0.000000 /sec     0.000000 /sec     2023-04-16 16:29:10 +0000 UTC  
  2023-04-16 16:29:50 +0000 UTC  4.3 KiB/sec      4.5 KiB/sec      0.000000 /sec   0.000000 /sec    0.000000 /sec     0.000000 /sec     2023-04-16 16:29:50 +0000 UTC  
